Gene_symbol,Cell_type,Mean_log2_fold_change,Adjusted_p_value
Cacna1a,LEC,2.826973944,8.32E-17
Ccser1,LEC,1.390582675,9.88E-17
Lax1,LEC,4.235433072,9.94E-17
Chst1,LEC,2.10508685,1.03E-16
Ccdc136,LEC,3.078135408,1.31E-16
Rerg,LEC,3.107339779,1.53E-16
Nox4,LEC,2.366473259,1.72E-16
Cmtm7,LEC,1.975012781,1.82E-16
Neat1,LEC,0.870949917,1.86E-16
Zcchc14,LEC,1.192984389,2.23E-16
Nsg1,LEC,2.442909563,2.44E-16
Slc22a4,LEC,3.416741745,2.47E-16
Sulf2,LEC,2.208543171,2.85E-16
Gpt2,LEC,2.803125145,3.15E-16
Shc1,LEC,1.548368543,3.24E-16
Met,LEC,3.110091916,3.41E-16
Rnf13,LEC,1.299618012,3.60E-16
Ttpal,LEC,1.70610652,3.96E-16
Sema6a,LEC,0.811511827,7.96E-16
Cmah,LEC,2.068161852,7.97E-16
Plekho2,LEC,1.389492244,8.81E-16
Anpep,LEC,2.58270909,8.97E-16
Meox1,LEC,1.62316746,1.05E-15
Elk3,LEC,0.872085652,1.16E-15
Rai14,LEC,1.17451835,1.39E-15
Arrdc3,LEC,2.333159826,1.41E-15
2310014F06Rik,LEC,3.038631019,2.21E-15
Serpinb6b,LEC,2.069954514,2.32E-15
Arsj,LEC,2.369549229,2.65E-15
Fam189a2,LEC,1.161624275,2.76E-15
Gmfg,LEC,2.965677036,2.89E-15
Ccl19,LEC,4.002457653,2.95E-15
Tet1,LEC,2.182809986,3.08E-15
Asph,LEC,1.17777534,3.33E-15
Zfp536,LEC,2.784607897,3.40E-15
Tril,LEC,2.79670548,3.41E-15
Utrn,LEC,0.707661841,3.51E-15
Crtc3,LEC,1.204022439,4.00E-15
9930038B18Rik,LEC,4.67159967,1.14E-14
Gm48730,LEC,4.840322037,1.18E-14
Dnah10,LEC,4.245207127,1.20E-14
Lect2,LEC,6.762367791,1.20E-14
Gm47950,LEC,6.58487337,1.21E-14
Nrxn2,LEC,3.440786855,1.22E-14
Gm38563,LEC,3.86531516,1.24E-14
Enpp3,LEC,1.672963283,1.30E-14
Hgf,LEC,4.298127395,1.31E-14
Synm,LEC,2.001813803,1.55E-14
Gls,LEC,1.081240303,1.57E-14
Cxcl17,LEC,3.54898835,1.65E-14
Zfp36l2,LEC,1.278302342,2.17E-14
Thsd7b,LEC,4.078265934,2.39E-14
Zbtb7c,LEC,1.168045382,2.44E-14
Tns1,LEC,0.84141639,2.59E-14
Arhgdib,LEC,1.95738658,3.03E-14
Sipa1l3,LEC,1.380367746,3.05E-14
Fam53b,LEC,1.731359096,3.28E-14
Ipo11,LEC,1.1002499,3.69E-14
Ppargc1b,LEC,2.829574824,3.82E-14
B3gnt2,LEC,1.337264534,4.79E-14
Khdrbs3,LEC,2.447164313,5.21E-14
Liph,LEC,5.102320689,5.47E-14
Dleu7,LEC,4.441208592,5.59E-14
Pmaip1,LEC,4.266121318,5.64E-14
Tspan5,LEC,1.288827933,5.94E-14
Scube2,LEC,2.779516536,6.94E-14
Trim62,LEC,2.161495699,8.30E-14
Mid2,LEC,1.254466247,1.06E-13
Nrip1,LEC,0.964969623,1.33E-13
Trpc1,LEC,2.425302863,1.36E-13
Veph1,LEC,3.278198473,1.62E-13
Slc7a7,LEC,1.968140611,1.84E-13
Ehbp1,LEC,0.90135978,2.18E-13
Gm10790,LEC,4.445546105,2.18E-13
Tub,LEC,4.203272353,2.20E-13
Eln,LEC,0.482104055,2.27E-13
Aatk,LEC,2.391797717,2.40E-13
Cnksr3,LEC,1.327833514,2.46E-13
Eml4,LEC,1.115410214,2.62E-13
Rabgap1l,LEC,0.918565416,2.72E-13
Ldb2,LEC,0.875305572,3.32E-13
Epb41l2,LEC,0.991421308,3.57E-13
Rev3l,LEC,1.156776907,4.01E-13
Cebpd,LEC,1.540176085,4.42E-13
Adgra2,LEC,1.65946021,4.72E-13
Nfia,LEC,0.67155277,5.28E-13
Rora,LEC,0.975422169,5.41E-13
Gm16876,LEC,8.00607775,5.58E-13
Kcnmb3,LEC,7.927566455,5.58E-13
Gm10535,LEC,7.563595383,5.58E-13
Gm49695,LEC,7.024070759,5.58E-13
Sptlc2,LEC,1.11581942,6.35E-13
Itgav,LEC,1.261889429,8.71E-13
Parp8,LEC,1.226900868,9.30E-13
Il6st,LEC,0.854484077,1.09E-12
Pald1,LEC,1.047616687,1.10E-12
Ifi27l2a,LEC,2.127257628,1.37E-12
Tmem51,LEC,2.62279714,1.61E-12
Elmo1,LEC,0.679357542,1.73E-12
Fam20a,LEC,1.820900781,1.74E-12
Clstn1,LEC,1.344669782,2.31E-12
Plekhg3,LEC,1.584297398,2.42E-12
Cracr2a,LEC,2.999085742,2.42E-12
Ubtd1,LEC,1.554258047,2.46E-12
Hoxb6,LEC,4.452573492,2.76E-12
Hjurp,LEC,2.00587327,2.90E-12
Cfh,LEC,0.150940351,3.01E-12
Hpn,LEC,3.734482633,3.13E-12
Ypel2,LEC,1.096480755,3.57E-12
Gm29491,LEC,6.138711136,3.81E-12
Crim1,LEC,1.020314699,4.37E-12
Scn2a,LEC,2.497009186,6.33E-12
S100a11,LEC,1.145712321,6.57E-12
Add1,LEC,0.874897001,7.54E-12
Sumo3,LEC,1.242348079,7.60E-12
Kctd17,LEC,1.254464916,8.13E-12
Ralgps1,LEC,1.794238108,8.31E-12
Spns2,LEC,1.173371046,8.83E-12
Pbxip1,LEC,1.354124311,9.45E-12
Tpmt,LEC,2.442126745,9.73E-12
Cachd1,LEC,1.31552817,1.10E-11
Pgm5,LEC,1.144888774,1.19E-11
Sh3pxd2b,LEC,1.959266892,1.37E-11
Gm29683,LEC,2.916002489,1.72E-11
Pdia5,LEC,1.6592766,2.00E-11
Slc31a2,LEC,1.397001297,2.33E-11
Fgfr1,LEC,1.488285257,2.37E-11
6430548M08Rik,LEC,1.509287194,2.41E-11
Cldn11,LEC,5.264114568,2.42E-11
Unc5b,LEC,1.18925396,2.61E-11
Pacsin2,LEC,1.162393691,2.69E-11
Serinc2,LEC,3.483393779,2.78E-11
Lims1,LEC,0.908218396,4.17E-11
1500009L16Rik,LEC,3.04520809,4.23E-11
Gm12536,LEC,4.535730821,4.54E-11
Wipi1,LEC,1.410458288,4.55E-11
Etnk1,LEC,0.973566749,4.67E-11
Fhl1,LEC,1.185404155,4.90E-11
Tgm2,LEC,0.879234383,5.51E-11
Smad1,LEC,0.90734575,6.02E-11
Psen2,LEC,1.797602137,6.21E-11
Dock6,LEC,0.850880506,6.25E-11
Cpne2,LEC,1.741344269,6.94E-11
Alox12e,LEC,5.747145423,7.12E-11
Slc9b2,LEC,5.513396263,7.17E-11
Slc16a14,LEC,5.322368776,7.17E-11
Gm14319,LEC,5.173164024,7.17E-11
Gucy1a1,LEC,2.099261466,8.73E-11
Apold1,LEC,1.195871631,8.89E-11
Ccdc88c,LEC,1.072126079,9.06E-11
Fam117a,LEC,2.174897826,9.35E-11
L1cam,LEC,2.124009202,9.35E-11
Otud1,LEC,1.974885567,9.79E-11
Atpaf2,LEC,2.548613188,9.97E-11
A730056A06Rik,LEC,4.938615822,1.30E-10
Aig1,LEC,1.285455089,1.35E-10
Arsb,LEC,1.834896188,1.54E-10
Cbx5,LEC,1.057263034,1.55E-10
Chst12,LEC,1.657169496,1.62E-10
Sord,LEC,1.530446404,2.03E-10
Cacna1e,LEC,3.663440156,2.03E-10
Synpr,LEC,3.851472624,2.11E-10
F8,LEC,2.085792188,2.20E-10
Stx1b,LEC,3.636629323,2.33E-10
Hspa4l,LEC,1.384153452,2.37E-10
Flot2,LEC,1.508425685,2.46E-10
Ptn,LEC,2.237142747,2.50E-10
Ugt8a,LEC,5.001581077,2.84E-10
Prdm8,LEC,4.529476688,2.96E-10
H6pd,LEC,2.136269636,3.23E-10
Glud1,LEC,0.995770889,3.28E-10
Lrrn2,LEC,3.534112021,3.56E-10
Malat1,LEC,0.378452493,4.01E-10
Sec61a2,LEC,1.099623968,4.23E-10
Crppa,LEC,2.000132307,4.32E-10
Dock9,LEC,0.628311,5.58E-10
Gm19705,LEC,2.782129728,6.70E-10
Prdm5,LEC,1.232591849,6.70E-10
Ank,LEC,1.090275406,6.75E-10
Pros1,LEC,0.959855983,6.95E-10
Tmem63a,LEC,1.373829483,8.75E-10
Pabpc4l,LEC,3.346270978,9.30E-10
Grk5,LEC,0.874343543,9.33E-10
Trf,LEC,2.287667679,9.51E-10
Nectin1,LEC,2.741651385,1.26E-09
Olfr1033,LEC,3.465402405,1.62E-09
Efnb2,LEC,0.908426916,1.67E-09
Lamc2,LEC,3.177943127,1.99E-09
Zcchc24,LEC,1.222747374,2.01E-09
Atp8a2,LEC,2.062263615,2.41E-09
Frmd4b,LEC,1.002226955,2.54E-09
Nfatc1,LEC,1.362952836,2.59E-09
Grina,LEC,1.343897604,2.96E-09
Tbc1d16,LEC,1.332428107,3.30E-09
Scml4,LEC,2.45117797,3.54E-09
Smyd2,LEC,1.344317682,3.56E-09
Sema3f,LEC,1.020303906,3.65E-09
Tmem109,LEC,1.294093551,3.79E-09
Gdf10,LEC,4.546968325,3.86E-09
Msrb3,LEC,0.844369777,4.67E-09
Klf10,LEC,1.266450153,5.21E-09
Macf1,LEC,0.606308024,5.73E-09
Supt3,LEC,1.237411537,6.06E-09
Mfsd4a,LEC,1.111504477,6.11E-09
Pglyrp1,LEC,2.436028809,6.37E-09
Smtn,LEC,1.14006351,6.39E-09
Gm26902,LEC,3.679818908,6.48E-09
Susd6,LEC,0.790048044,6.50E-09
Aph1c,LEC,3.291613557,8.11E-09
Sorbs2,LEC,0.974676959,8.17E-09
Grin1os,LEC,4.545259958,8.95E-09
Nr6a1,LEC,1.257356871,9.99E-09
A330023F24Rik,LEC,0.938838336,1.03E-08
Enho,LEC,1.999755354,1.07E-08
9530077C05Rik,LEC,3.552518578,1.12E-08
Slc38a2,LEC,0.785781391,1.13E-08
Tspan14,LEC,1.05038799,1.17E-08
Flrt2,LEC,1.091154665,1.18E-08
Vim,LEC,0.811623723,1.91E-08
Gm33370,LEC,2.714946311,2.01E-08
Slc45a4,LEC,1.240601051,2.19E-08
Lncbate1,LEC,5.633952026,2.30E-08
Lemd1,LEC,5.563319284,2.31E-08
Gm13652,LEC,5.999699289,2.33E-08
Ankub1,LEC,5.568953268,2.34E-08
Slc26a5,LEC,4.912293454,2.38E-08
Btbd3,LEC,1.001060773,2.53E-08
Sertad2,LEC,0.846460959,2.74E-08
Ang,LEC,3.49288839,2.75E-08
Hbb-bs,LEC,0.251211178,2.89E-08
Cobll1,LEC,0.913147332,3.04E-08
Arhgap23,LEC,0.815336686,3.34E-08
Itm2a,LEC,1.759230008,3.60E-08
Emilin1,LEC,1.359723436,3.61E-08
Stambpl1,LEC,2.258139413,4.10E-08
Dnmbp,LEC,1.16973767,4.29E-08
Tert,LEC,4.673691772,4.53E-08
Papolb,LEC,4.378686704,4.58E-08
Dnajb3,LEC,3.593752737,4.83E-08
Snhg4.1,LEC,3.871954298,4.87E-08
Tcn2,LEC,1.084251749,5.04E-08
Bmp1,LEC,1.223118686,5.21E-08
March3,LEC,1.04774436,5.34E-08
Ptms,LEC,0.914902578,5.45E-08
Ctps2,LEC,1.301210129,6.40E-08
Tubb6,LEC,1.668529215,6.45E-08
Smc4,LEC,1.056557307,6.53E-08
Slc8a1,LEC,1.670251455,6.84E-08
P3h3,LEC,1.915001513,6.92E-08
Mindy2,LEC,1.109110431,7.17E-08
Pstpip1,LEC,3.331021083,7.24E-08
Nos1ap,LEC,0.907066494,7.62E-08
Dalrd3,LEC,1.383794858,8.47E-08
Gm44040,LEC,2.813909743,8.53E-08
Fbn1,LEC,0.722880543,9.92E-08
Sncaip,LEC,0.891958006,1.10E-07
Naip2,LEC,1.913384368,1.23E-07
Mras,LEC,1.59944879,1.52E-07
Mtss2,LEC,1.415234672,1.56E-07
Foxp4,LEC,1.934376013,1.62E-07
Lrrc18,LEC,3.274989182,1.69E-07
Slc24a3,LEC,2.586214482,1.85E-07
Tshz2,LEC,0.601300914,2.08E-07
Olfr457,LEC,7.221954524,2.20E-07
Gm30725,LEC,6.428808659,2.20E-07
1700047M11Rik,LEC,6.227919189,2.20E-07
Prima1,LEC,5.83974296,2.21E-07
Gm27200,LEC,5.785119164,2.21E-07
Arl13b,LEC,1.21627924,2.24E-07
Rnf157,LEC,2.175400228,2.26E-07
Mta3,LEC,1.193004268,2.35E-07
Fcgrt,LEC,0.942619564,2.39E-07
Nr1h3,LEC,2.045934651,2.62E-07
Pdlim4,LEC,2.144376944,2.76E-07
Clca2,LEC,3.888827828,2.76E-07
Dip2c,LEC,0.774413047,2.89E-07
Ralgds,LEC,1.561026803,3.07E-07
Colec12,LEC,1.185836587,3.15E-07
Gpsm2,LEC,2.845401932,3.32E-07
1110032F04Rik,LEC,2.67332639,3.32E-07
Pkia,LEC,1.014442672,3.64E-07
Ncor2,LEC,1.078387706,4.58E-07
Map1b,LEC,1.002366844,4.78E-07
Wwp1,LEC,0.944305566,4.84E-07
Lgmn,LEC,1.327943739,5.17E-07
Cnn3,LEC,0.942885104,5.26E-07
Ncoa7,LEC,1.05735654,5.30E-07
Ap2a2,LEC,0.892020177,5.44E-07
Shpk,LEC,2.442808339,5.78E-07
Ccdc171,LEC,2.584336538,5.81E-07
Hoxb3os,LEC,1.602307264,6.26E-07
Gramd3,LEC,1.875672974,6.34E-07
Usp24,LEC,0.745441501,7.59E-07
4930452B06Rik,LEC,1.554738263,7.64E-07
Cdr2l,LEC,1.620519146,7.73E-07
Plxna4,LEC,0.919670827,7.73E-07
Agfg1,LEC,0.864464386,8.44E-07
Marcksl1,LEC,1.874884353,8.78E-07
Aopep,LEC,0.751640296,9.06E-07
Diaph2,LEC,0.679655956,9.08E-07
Zdhhc14,LEC,1.025451856,9.50E-07
Tmem64,LEC,1.221209537,9.71E-07
Mgat5,LEC,1.008427022,1.06E-06
Stox2,LEC,0.567804152,1.11E-06
Cpt1c,LEC,2.291940529,1.12E-06
Tgfbrap1,LEC,1.315262378,1.20E-06
Tpd52,LEC,1.391618028,1.25E-06
Adamts5,LEC,1.298732966,1.25E-06
Chrnb1,LEC,1.196863652,1.36E-06
Osr1,LEC,3.309534484,1.39E-06
Gja1,LEC,0.701349742,1.44E-06
A630009H07Rik,LEC,5.464042103,1.45E-06
Ebpl,LEC,1.775794036,1.46E-06
Gm44812,LEC,4.865268132,1.49E-06
E330013P04Rik,LEC,3.046099787,1.76E-06
Gm36975,LEC,1.492076623,1.85E-06
Nfix,LEC,0.848468988,2.20E-06
Spsb4,LEC,2.673435435,2.63E-06
Cyp20a1,LEC,1.245248022,2.92E-06
Tnfaip2,LEC,1.467965897,2.98E-06
Mpp1,LEC,1.176339883,3.07E-06
Serpinb6a,LEC,0.877045158,3.23E-06
Slfn3,LEC,0.769292783,3.46E-06
Wdr44,LEC,0.930541846,3.50E-06
Pde10a,LEC,0.825497581,3.52E-06
Il33,LEC,1.736180716,3.85E-06
Nr6a1os,LEC,1.855104434,4.29E-06
Mettl27,LEC,2.267280872,4.62E-06
Luc7l2,LEC,0.527275282,5.02E-06
Cast,LEC,0.795225365,5.35E-06
Plekhb1,LEC,3.896586362,5.46E-06
Gm15802,LEC,3.558840623,5.56E-06
Amotl1,LEC,0.850777538,5.71E-06
Rock2,LEC,0.650598982,5.75E-06
Ndrg1,LEC,0.843410038,5.85E-06
Gm28875,LEC,1.840620448,6.31E-06
Mfap3l,LEC,2.323156547,6.35E-06
Trp53bp2,LEC,1.162283244,7.96E-06
1700028E10Rik,LEC,2.391531399,8.15E-06
Hoxb3,LEC,2.092201517,8.23E-06
E2f8,LEC,2.897613031,8.46E-06
Mthfr,LEC,1.460073042,8.62E-06
Ranbp17,LEC,1.69606193,9.46E-06
Cblb,LEC,0.777824211,9.47E-06
Ttc39a,LEC,3.027211984,1.02E-05
Sdccag8,LEC,0.891973923,1.06E-05
Ly6g5c,LEC,4.192656581,1.11E-05
Gng11,LEC,0.713488038,1.11E-05
Gprc5b,LEC,1.19290655,1.12E-05
Cep295nl,LEC,4.07653646,1.12E-05
Macrod2,LEC,1.912509974,1.13E-05
Kirrel,LEC,1.735554053,1.18E-05
Dop1b,LEC,1.051751006,1.25E-05
Nfkbie,LEC,2.017016686,1.29E-05
Tcf7l1,LEC,0.687361966,1.30E-05
Gm4258,LEC,0.861198946,1.33E-05
Cyb5b,LEC,1.07667017,1.37E-05
Tmco4,LEC,1.547742843,1.37E-05
Gm16499,LEC,2.850796205,1.49E-05
Col18a1,LEC,1.340431504,1.67E-05
Rnf19b,LEC,1.5322549,1.78E-05
Thrb,LEC,1.834616632,1.79E-05
Sspo,LEC,3.843378745,1.94E-05
Ube2g2,LEC,1.119553598,2.05E-05
Stau2,LEC,1.013068599,2.14E-05
Bicd1,LEC,1.887761512,2.15E-05
Fah,LEC,1.851574545,2.19E-05
Ppp2r5b,LEC,1.509426396,2.23E-05
Wdr62,LEC,2.456676434,2.49E-05
C3,LEC,0.926932932,2.57E-05
Fchsd2,LEC,0.69345752,2.86E-05
Hoxa7,LEC,3.072028121,2.88E-05
Son,LEC,0.465490456,3.15E-05
Abl1,LEC,0.864924168,3.25E-05
Gm10640,LEC,5.664595092,3.28E-05
Gm17197,LEC,4.812925247,3.35E-05
3300005D01Rik,LEC,4.646402839,3.36E-05
Dubr,LEC,1.281880266,3.45E-05
Bmx,LEC,0.988724112,3.78E-05
Fzd6,LEC,0.968770905,3.91E-05
Magt1,LEC,1.007923095,4.15E-05
4931406C07Rik,LEC,1.267987252,4.19E-05
Anapc5,LEC,0.660425938,4.48E-05
Igsf10,LEC,2.39280366,4.63E-05
Plcd3,LEC,1.443219922,4.64E-05
Tbc1d30,LEC,1.504992312,4.91E-05
Ptpn7,LEC,2.809737386,5.36E-05
Calm2,LEC,0.6830838,5.47E-05
Cd55,LEC,1.26352205,5.50E-05
Zfand4,LEC,1.417347118,5.73E-05
Stxbp1,LEC,0.950010288,5.75E-05
Ppil6,LEC,3.073669069,5.82E-05
Zfp512,LEC,1.02426306,5.86E-05
2010204K13Rik,LEC,4.526125803,5.98E-05
Syn3,LEC,1.266319204,5.98E-05
Gm31108,LEC,4.050326908,6.14E-05
Arrb1,LEC,1.094444184,6.29E-05
Zfp618,LEC,2.298541543,6.51E-05
Tnrc6c,LEC,0.545375603,6.55E-05
Klhl15,LEC,1.123799368,6.55E-05
Gtdc1,LEC,0.610832695,6.79E-05
Snx9,LEC,0.88756278,6.90E-05
Creb3l2,LEC,0.775531438,7.01E-05
Mdfic,LEC,0.767340374,7.18E-05
Tep1,LEC,1.393090942,8.07E-05
Anxa6,LEC,0.866773863,9.37E-05
2900041M22Rik,LEC,2.709151149,1.01E-04
Prr5l,LEC,1.863239457,1.02E-04
Agtpbp1,LEC,0.843904284,1.07E-04
Ugcg,LEC,1.163326468,1.10E-04
Gm43915,LEC,2.087857518,1.13E-04
Anxa2,LEC,0.655047021,1.13E-04
Eps15,LEC,0.671418165,1.19E-04
Zmynd8,LEC,0.856921302,1.28E-04
Ulk1,LEC,1.08562585,1.34E-04
Atp10a,LEC,1.666862182,1.35E-04
Shroom2,LEC,1.132518568,1.36E-04
Prkn,LEC,1.023127276,1.39E-04
Gm6569,LEC,5.605751817,1.43E-04
Ttc39aos1,LEC,5.463846118,1.44E-04
2310008N11Rik,LEC,5.407324897,1.44E-04
Tmem200c,LEC,5.283514156,1.45E-04
Olfr1384,LEC,5.128912041,1.45E-04
Gm16271,LEC,4.959260827,1.46E-04
Vmn1r229,LEC,4.697052933,1.46E-04
Gm12204,LEC,4.763497382,1.47E-04
Gm36633,LEC,4.513875446,1.47E-04
Gm34680,LEC,3.530301589,1.47E-04
Sbf1,LEC,0.937809875,1.49E-04
Dph6,LEC,0.675537733,1.51E-04
Tead1,LEC,0.670727641,1.56E-04
Micu1,LEC,0.735239071,1.57E-04
Rasl10a,LEC,2.676392089,1.58E-04
Map2k6,LEC,1.062914561,1.61E-04
Hook2,LEC,1.814856972,1.61E-04
Gm36640,LEC,3.277675302,1.71E-04
Cd2,LEC,3.579569577,1.72E-04
Slc25a29,LEC,2.383143872,1.73E-04
Washc5,LEC,1.056861413,1.73E-04
Gm32067,LEC,4.073256304,1.75E-04
Maoa,LEC,1.185683074,1.93E-04
Arhgap42,LEC,2.329916165,2.02E-04
Pkig,LEC,0.929848242,2.08E-04
Hmgcll1,LEC,2.427413262,2.13E-04
Tspan9,LEC,0.524883654,2.23E-04
Atxn2,LEC,0.673656924,2.26E-04
Map1lc3b,LEC,0.662255708,2.28E-04
Tmem198b,LEC,1.292068531,2.30E-04
Upp2,LEC,0.814169342,2.41E-04
2810402E24Rik,LEC,1.758281617,2.46E-04
Plin4,LEC,1.813661492,2.71E-04
Ift80,LEC,1.202402118,2.74E-04
Serinc3,LEC,0.484613052,2.75E-04
Micu3,LEC,1.05014707,2.82E-04
Smad2,LEC,0.966622143,2.84E-04
Snx8,LEC,1.278294576,2.95E-04
Fstl1,LEC,0.465165642,3.16E-04
Fndc3b,LEC,0.528296498,3.23E-04
Tpbgl,LEC,2.528586644,3.25E-04
Fam102b,LEC,1.032319707,3.27E-04
Ide,LEC,0.756534819,3.28E-04
Gm31135,LEC,2.892248013,3.32E-04
Adam10,LEC,0.584974797,3.58E-04
Wdpcp,LEC,1.061972158,3.69E-04
Gm50334,LEC,5.103351478,3.75E-04
Katnal2,LEC,4.693570438,3.78E-04
Adam28,LEC,4.471971432,3.79E-04
Peak1,LEC,0.521391115,3.83E-04
Thbs1,LEC,1.484158683,3.87E-04
Anxa1,LEC,1.015508297,4.10E-04
Tcaf1,LEC,0.882561375,4.13E-04
Cavin2,LEC,0.496377617,4.27E-04
Chn1,LEC,1.012530049,4.39E-04
6530401F13Rik,LEC,2.747064944,4.71E-04
Zfp52,LEC,1.452451207,4.81E-04
S100a10,LEC,0.673577645,4.91E-04
Hbs1l,LEC,0.854555711,5.04E-04
Scn5a,LEC,1.687356356,5.14E-04
Ecm2,LEC,0.691604755,5.20E-04
Abi2,LEC,0.973020808,5.32E-04
Gm47405,LEC,3.12879036,5.35E-04
Tmcc1,LEC,0.454179266,5.36E-04
Pde6h,LEC,3.006463894,5.42E-04
Tbc1d22b,LEC,1.012964985,5.44E-04
Map3k20,LEC,0.836641457,5.59E-04
Notch1,LEC,0.64109154,5.64E-04
Dynlt1b,LEC,1.955329769,6.10E-04
Cfap36,LEC,1.263090969,6.93E-04
Sec31a,LEC,0.660207059,6.94E-04
Desi2,LEC,0.763122371,7.15E-04
Fth1,LEC,0.544908146,7.22E-04
Lamp2,LEC,0.687486977,7.35E-04
Sh3tc1,LEC,1.048437097,7.41E-04
Tent2,LEC,0.529642031,7.47E-04
Gas6,LEC,0.685774619,7.64E-04
Ucp2,LEC,1.00536853,7.79E-04
Pcnx4,LEC,1.280353475,7.84E-04
Micall1,LEC,1.081385098,8.21E-04
Tmtc1,LEC,0.556622834,8.34E-04
Cryzl2,LEC,1.432675235,8.39E-04
Uvrag,LEC,0.525935994,8.81E-04
Foxo1,LEC,0.634815032,8.82E-04
Aff3,LEC,1.811347682,8.92E-04
Bok,LEC,1.555803579,9.22E-04
Prrx2,LEC,4.030068668,9.64E-04
Fam180a,LEC,3.899247869,9.80E-04
Fam222b,LEC,0.639132709,9.85E-04
Jade2,LEC,1.152606515,0.00101104
Thap2,LEC,1.078072177,0.001038587
Slc35f2,LEC,3.058186617,0.00103965
Map7d3,LEC,2.95959957,0.001041578
Ppp1r2,LEC,0.690692488,0.001078266
Tmem132a,LEC,1.494438286,0.001102927
Eva1c,LEC,1.445193368,0.00119164
B130034C11Rik,LEC,2.491735584,0.001193984
D030028A08Rik,LEC,1.621216196,0.001195894
Atp11c,LEC,0.631705727,0.001262551
Spats2l,LEC,0.960494292,0.001265157
Commd8,LEC,1.457232446,0.001279626
Gm14410,LEC,1.263243308,0.001313905
Rassf8,LEC,0.999035706,0.001348283
Tfeb,LEC,0.979797421,0.001354971
Cd164,LEC,0.922590588,0.001436579
Pip5k1c,LEC,0.715573033,0.001465014
4932438A13Rik,LEC,0.729388277,0.001468308
Poglut3,LEC,1.332538766,0.001531105
Tal1,LEC,0.643471855,0.001549744
Tgfb1,LEC,0.620393469,0.001566737
Fbxl21,LEC,2.778130975,0.001593332
Fam98a,LEC,1.336450682,0.001600854
Arhgap29,LEC,0.53421745,0.001634214
Map3k1,LEC,0.672283697,0.001650804
Vezt,LEC,0.767554592,0.001758301
Cox16,LEC,0.626097125,0.001805595
Gm43303,LEC,3.323370251,0.001845374
Dock5,LEC,1.736900612,0.00188949
Layn,LEC,1.178720325,0.001979618
Mroh5,LEC,2.772869498,0.001985992
Stxbp4,LEC,0.938848684,0.002001505
Klhl3,LEC,1.474652642,0.002086108
Gramd1b,LEC,1.762647135,0.002094411
Plekhg1,LEC,0.485919203,0.00217223
Ftx,LEC,1.293365077,0.002234088
Stim1,LEC,0.562669957,0.002246046
Ift57,LEC,1.487984318,0.00224986
Ppp1r21,LEC,0.989720825,0.002322612
Dync2h1,LEC,1.327433419,0.002426387
Tbl1xr1,LEC,0.798494121,0.002491419
Evi5,LEC,0.70998134,0.00255965
Gm13816,LEC,2.676385433,0.002585397
Fto,LEC,0.510995787,0.002631213
Lrrc32,LEC,1.5328127,0.00265886
Arhgef16,LEC,4.816230394,0.002664803
Zg16,LEC,4.547338422,0.00267351
Gm11827,LEC,4.374122292,0.002691008
Gm26947,LEC,3.432500468,0.002726335
Rufy2,LEC,0.825471208,0.002793412
Myo7a,LEC,1.642905151,0.002918755
Gm14009,LEC,3.614262318,0.003048642
Arhgap27,LEC,0.681519407,0.003053864
Gbe1,LEC,0.826672808,0.003070326
Grap,LEC,1.350796269,0.003071266
Ubash3b,LEC,1.135989379,0.003126663
Ncf2,LEC,2.654625306,0.003174089
Sesn1,LEC,0.563567247,0.003421193
Flot1,LEC,0.965189733,0.003666903
Maml2,LEC,0.551575324,0.003974093
2310001H17Rik,LEC,1.412184495,0.003991458
Limk2,LEC,0.811017436,0.004326502
Mtus1,LEC,0.549351736,0.0045793
Cemip2,LEC,0.386715744,0.004730526
Hps3,LEC,0.925357385,0.004739652
Gm4707,LEC,1.826262219,0.004817714
Gm4425,LEC,1.655926427,0.0048695
Mcu,LEC,0.577882378,0.005033844
Akap12,LEC,0.680283523,0.005109169
Calhm2,LEC,1.265455591,0.00531705
Ccnc,LEC,1.075049044,0.005375564
Cbfa2t3,LEC,0.557384674,0.005508788
Usp40,LEC,0.908718738,0.005576097
Mtss1,LEC,0.519492847,0.005663766
Cyfip2,LEC,2.031099431,0.00578592
Hba-a1,LEC,0.40321414,0.005933763
Sh3glb2,LEC,0.988010166,0.00595757
Snta1,LEC,1.636992746,0.00603572
Lyn,LEC,0.488542458,0.006129337
Mnat1,LEC,0.615695155,0.006373865
F11r,LEC,0.778066251,0.006390794
Apc,LEC,0.601883317,0.006520141
Lacc1,LEC,2.161686511,0.006618448
Nova1,LEC,2.635027281,0.006724687
Pmepa1,LEC,0.647185307,0.006806841
2410003L11Rik,LEC,5.102319545,0.007228816
Dcdc2c,LEC,4.932204126,0.007228816
B3gnt7,LEC,4.850717732,0.007228816
F730035M05Rik,LEC,5.067217139,0.007261144
Lrrc3,LEC,4.371452174,0.007293612
Gm20319,LEC,4.196510264,0.007293612
Arhgap20os,LEC,4.016442866,0.007293612
Gm29151,LEC,3.681954449,0.007293612
Cckbr,LEC,4.468285115,0.007309898
AC135859.1,LEC,4.319257871,0.00732622
Gm6980,LEC,3.065429619,0.00732622
Megf11,LEC,1.470016235,0.007354786
Zdhhc2,LEC,0.94156918,0.007404508
Cped1,LEC,0.433956484,0.007620997
Vrk2,LEC,0.993540212,0.007654882
